0.5;3;0.5497;153.04708909988403
0.5;6;0.3006;112.22945427894592
0.5;8;0.1348;100.31672096252441
0.5;12;0.1593;93.21321511268616
0.5;16;0.1198;88.46155428886414
0.5;20;0.0965;89.8553729057312
0.5;24;0.0808;86.7572672367096
0.1;3;0.518;164.16949772834778
0.1;6;0.2898;119.89809060096741
0.1;8;0.1349;108.06722235679626
0.1;12;0.1537;99.16987466812134
0.1;16;0.1177;89.65817403793335
0.1;20;0.096;85.95824933052063
0.1;24;0.0801;83.54252862930298
0.05;3;0.511;159.54718589782715
0.05;6;0.2843;116.67682409286499
0.05;8;0.1345;103.68347120285034
0.05;12;0.1522;94.69056534767151
0.05;16;0.117;90.44293475151062
0.05;20;0.095;86.56647109985352
0.05;24;0.0797;89.21194982528687
0.02;3;0.5;170.47982168197632
0.02;6;0.2763;123.47161364555359
0.02;8;0.1337;110.0717442035675
0.02;12;0.1505;101.67127394676208
0.02;16;0.1153;98.86726450920105
0.02;20;0.0932;91.51339435577393
0.02;24;0.0789;89.68190407752991
0.01;3;0.4859;173.09014081954956
0.01;6;0.2738;125.01841998100281
0.01;8;0.1332;106.00413537025452
0.01;12;0.1487;95.7568142414093
0.01;16;0.1142;91.28530025482178
0.01;20;0.0931;90.27881026268005
0.01;24;0.079;84.82856845855713
0.005;3;0.4805;176.13023591041565
0.005;6;0.2692;128.5905680656433
0.005;8;0.1327;113.99251127243042
0.005;12;0.1464;104.30419254302979
0.005;16;0.1141;98.45140171051025
0.005;20;0.0914;93.88057684898376
0.005;24;0.0785;91.74980926513672
0.002;3;0.47;176.4273328781128
0.002;6;0.2644;128.77706360816956
0.002;8;0.1325;114.72637724876404
0.002;12;0.1444;104.53360223770142
0.002;16;0.1122;94.77511954307556
0.002;20;0.0902;91.84692907333374
0.002;24;0.0782;90.72861218452454
0.001;3;0.4635;177.74053859710693
0.001;6;0.2603;120.79116296768188
0.001;8;0.1325;107.10621929168701
0.001;12;0.1429;95.95011234283447
0.001;16;0.1102;90.49149346351624
0.001;20;0.0903;85.81313228607178
0.001;24;0.0773;84.37906646728516
